Order ID,Order Date,Customer Name,Category,Product,Region,Quantity,Sales,Profit
ORD100603,2025-01-14,Customer_0152,Electronics,Tablet,South,2,42879.92,5680.25
ORD100874,2025-01-16,Customer_0100,Furniture,Sofa,West,3,73801.35,13258.81
ORD100423,2025-01-17,Customer_0201,Electronics,Smartphone,North,6,196748.7,10272.97
ORD100389,2025-01-17,Customer_0344,Clothing,Hoodie,East,7,11697.19,2299.76
ORD100775,2025-01-17,Customer_0325,Clothing,T-Shirt,West,7,6490.79,1538.42
ORD100496,2025-01-18,Customer_0101,Electronics,Headphones,West,1,3218.84,425.02
ORD100092,2025-01-19,Customer_0026,Furniture,Sofa,West,5,133634.34,16895.9
ORD100132,2025-01-19,Customer_0262,Electronics,Laptop,North,6,370722.58,34795.16
ORD100629,2025-01-19,Customer_0232,Electronics,Laptop,South,2,97472.0,10848.48
ORD100533,2025-01-19,Customer_0183,Clothing,Jeans,West,1,1604.14,348.45
ORD100597,2025-01-20,Customer_0126,Furniture,Sofa,East,4,89151.15,15995.38
ORD100806,2025-01-20,Customer_0471,Furniture,Sofa,East,7,159554.2,33176.08
ORD100293,2025-01-20,Customer_0301,Clothing,T-Shirt,East,1,1020.41,209.87
ORD100572,2025-01-20,Customer_0352,Clothing,Hoodie,North,1,1590.8,229.07
ORD100584,2025-01-20,Customer_0287,Electronics,Laptop,South,3,159709.53,17747.14
ORD100749,2025-01-21,Customer_0290,Clothing,Jacket,South,1,3433.13,757.11
ORD100955,2025-01-21,Customer_0170,Furniture,Sofa,South,2,49065.75,11199.08
ORD100018,2025-01-21,Customer_0265,Furniture,Office Chair,South,3,28739.22,4480.13
ORD100732,2025-01-21,Customer_0500,Clothing,Shoes,South,3,6725.49,1383.83
ORD100384,2025-01-21,Customer_0365,Clothing,Hoodie,South,2,3861.65,964.03
ORD100878,2025-01-21,Customer_0237,Furniture,Bookshelf,West,4,24129.83,4853.3
ORD100784,2025-01-22,Customer_0107,Electronics,Monitor,South,5,78057.36,5006.89
ORD100513,2025-01-22,Customer_0487,Clothing,T-Shirt,South,1,832.11,204.69
ORD100534,2025-01-23,Customer_0250,Furniture,Office Chair,South,7,71550.11,12126.58
ORD100585,2025-01-24,Customer_0208,Furniture,Desk,East,2,21402.63,3593.91
ORD100611,2025-01-24,Customer_0019,Electronics,Smartphone,West,3,83429.47,11139.79
ORD100281,2025-01-25,Customer_0387,Clothing,Shoes,South,6,15332.4,2850.38
ORD100278,2025-01-25,Customer_0002,Furniture,Desk,South,5,60102.54,9151.31
ORD100890,2025-01-25,Customer_0428,Electronics,Tablet,East,2,44971.04,7482.49
ORD100265,2025-01-25,Customer_0398,Clothing,Jacket,South,3,7866.29,1604.59
ORD100821,2025-01-26,Customer_0013,Clothing,Jacket,West,2,6175.37,1506.76
ORD100075,2025-01-26,Customer_0482,Furniture,Sofa,East,4,102481.43,20582.59
ORD100155,2025-01-27,Customer_0486,Clothing,Jacket,West,1,3447.97,757.43
ORD100036,2025-01-27,Customer_0264,Clothing,Jacket,South,2,5682.35,1339.34
ORD100432,2025-01-28,Customer_0109,Clothing,T-Shirt,West,5,4238.66,976.5
ORD100770,2025-01-28,Customer_0088,Clothing,Jeans,North,2,3202.85,659.8
ORD100395,2025-01-29,Customer_0154,Electronics,Smartphone,North,6,179361.59,23168.56
ORD100518,2025-01-29,Customer_0020,Clothing,Jacket,South,6,19936.97,4920.81
ORD100196,2025-01-30,Customer_0395,Electronics,Headphones,South,7,21938.12,2262.66
ORD100624,2025-01-30,Customer_0037,Furniture,Table,West,3,25502.04,6033.03
ORD100982,2025-01-30,Customer_0228,Clothing,Shoes,West,1,2304.86,480.44
ORD100535,2025-01-30,Customer_0228,Clothing,Jacket,South,5,14229.7,2629.71
ORD100291,2025-01-31,Customer_0321,Electronics,Monitor,South,3,43834.21,6019.08
ORD100703,2025-01-31,Customer_0158,Electronics,Smartphone,West,5,164456.26,19268.99
ORD100490,2025-02-01,Customer_0487,Clothing,Jacket,East,4,10944.54,2813.01
ORD100870,2025-02-01,Customer_0310,Clothing,Hoodie,East,5,10074.48,1786.46
ORD100804,2025-02-01,Customer_0401,Furniture,Bookshelf,West,6,37737.35,7111.36
ORD100918,2025-02-03,Customer_0258,Clothing,Shoes,East,4,11073.8,1893.59
ORD100374,2025-02-03,Customer_0418,Furniture,Office Chair,West,3,26868.8,3559.76
ORD100980,2025-02-04,Customer_0461,Furniture,Bookshelf,North,3,18518.81,3039.5
ORD100675,2025-02-04,Customer_0144,Furniture,Desk,East,6,61212.92,12111.31
ORD100062,2025-02-05,Customer_0325,Electronics,Tablet,South,7,148455.03,7881.86
ORD100706,2025-02-05,Customer_0021,Clothing,Shoes,South,7,19891.1,4035.97
ORD100140,2025-02-05,Customer_0441,Clothing,T-Shirt,South,6,5231.42,1238.77
ORD100181,2025-02-05,Customer_0041,Electronics,Smartphone,West,4,109517.91,9364.45
ORD100975,2025-02-07,Customer_0016,Electronics,Tablet,North,5,113768.15,16484.93
ORD100441,2025-02-07,Customer_0397,Electronics,Headphones,North,4,12798.78,1913.53
ORD100216,2025-02-07,Customer_0103,Electronics,Smartphone,South,7,181037.99,19523.94
ORD100593,2025-02-07,Customer_0054,Electronics,Headphones,East,5,17188.49,2096.23
ORD100493,2025-02-08,Customer_0284,Electronics,Monitor,West,6,82172.16,9348.96
ORD100961,2025-02-08,Customer_0421,Electronics,Laptop,East,4,220156.54,28628.52
ORD100056,2025-02-08,Customer_0064,Clothing,Hoodie,East,6,11937.73,1787.54
ORD100325,2025-02-09,Customer_0195,Clothing,Shoes,East,4,9210.77,2011.1
ORD100859,2025-02-09,Customer_0210,Furniture,Sofa,North,6,152056.32,32659.02
ORD100919,2025-02-10,Customer_0470,Clothing,T-Shirt,West,7,6615.49,1591.38
ORD100136,2025-02-11,Customer_0467,Electronics,Tablet,North,3,71277.24,7362.27
ORD100125,2025-02-11,Customer_0262,Electronics,Tablet,South,4,84431.31,11279.45
ORD100244,2025-02-11,Customer_0412,Electronics,Smartphone,South,4,114711.7,15747.0
ORD100827,2025-02-11,Customer_0273,Electronics,Smartphone,South,5,160975.73,16151.58
ORD100849,2025-02-11,Customer_0146,Furniture,Office Chair,North,4,34866.58,10030.77
ORD100385,2025-02-11,Customer_0434,Furniture,Bookshelf,North,4,24011.67,4225.27
ORD100383,2025-02-11,Customer_0113,Furniture,Bookshelf,South,7,44738.58,7856.94
ORD100013,2025-02-12,Customer_0317,Clothing,Shoes,South,5,12878.42,2468.43
ORD100298,2025-02-12,Customer_0062,Electronics,Tablet,East,3,58613.5,6343.19
ORD100420,2025-02-12,Customer_0134,Clothing,Jeans,West,1,1841.64,419.55
ORD100771,2025-02-12,Customer_0306,Electronics,Tablet,East,3,59994.43,6958.61
ORD100524,2025-02-13,Customer_0371,Clothing,Jacket,West,6,18985.72,4565.13
ORD100722,2025-02-13,Customer_0456,Electronics,Headphones,North,7,23715.91,3190.19
ORD100825,2025-02-13,Customer_0364,Furniture,Sofa,South,7,173164.41,17967.99
ORD100974,2025-02-15,Customer_0012,Electronics,Headphones,East,6,21113.47,2497.43
ORD100940,2025-02-16,Customer_0346,Furniture,Sofa,North,2,51375.75,7395.88
ORD100651,2025-02-16,Customer_0358,Electronics,Monitor,West,2,29474.93,4032.44
ORD100845,2025-02-16,Customer_0041,Electronics,Headphones,South,3,10888.11,1379.33
ORD100069,2025-02-16,Customer_0201,Electronics,Laptop,South,1,49668.8,4050.41
ORD100653,2025-02-16,Customer_0355,Furniture,Office Chair,West,7,69831.32,14580.6
ORD100394,2025-02-17,Customer_0260,Clothing,Hoodie,East,2,3718.92,897.42
ORD100103,2025-02-18,Customer_0132,Electronics,Smartphone,North,2,52944.8,6923.52
ORD100243,2025-02-18,Customer_0239,Clothing,T-Shirt,North,1,923.76,201.29
ORD100151,2025-02-18,Customer_0312,Clothing,Hoodie,North,2,3426.45,695.75
ORD100085,2025-02-18,Customer_0438,Electronics,Headphones,North,1,3109.74,341.14
ORD100450,2025-02-18,Customer_0042,Electronics,Monitor,North,7,83892.05,13836.62
ORD100803,2025-02-18,Customer_0421,Furniture,Table,West,7,78947.25,14037.4
ORD100680,2025-02-18,Customer_0474,Clothing,Hoodie,East,6,9786.28,1657.97
ORD100663,2025-02-19,Customer_0061,Furniture,Office Chair,South,2,18207.33,2616.44
ORD100090,2025-02-19,Customer_0361,Furniture,Desk,North,5,66711.47,10192.98
ORD100521,2025-02-19,Customer_0012,Furniture,Bookshelf,North,5,31290.3,3637.87
ORD100161,2025-02-19,Customer_0043,Electronics,Tablet,North,6,128627.1,11624.98
ORD100673,2025-02-20,Customer_0234,Electronics,Tablet,South,5,104631.91,11856.83
ORD100433,2025-02-20,Customer_0224,Furniture,Sofa,South,4,101654.01,22807.89
ORD100027,2025-02-20,Customer_0227,Electronics,Headphones,East,4,13142.46,1529.1
ORD100035,2025-02-21,Customer_0476,Clothing,Jacket,North,7,22441.3,6085.56
ORD100375,2025-02-21,Customer_0176,Electronics,Tablet,South,4,85845.48,7595.31
ORD100567,2025-02-23,Customer_0429,Electronics,Headphones,West,7,25756.95,2676.46
ORD100609,2025-02-24,Customer_0303,Furniture,Table,South,6,58541.46,7371.96
ORD100844,2025-02-24,Customer_0028,Clothing,Hoodie,East,5,10190.68,1641.07
ORD100190,2025-02-24,Customer_0039,Electronics,Headphones,East,5,15291.22,1546.99
ORD100311,2025-02-25,Customer_0420,Furniture,Office Chair,South,3,28380.52,5858.18
ORD100596,2025-02-26,Customer_0320,Furniture,Office Chair,West,6,54125.68,4367.25
ORD100702,2025-02-26,Customer_0233,Electronics,Headphones,East,7,22222.45,2430.59
ORD100786,2025-02-26,Customer_0137,Clothing,Jeans,West,3,5697.87,1383.62
ORD100164,2025-02-27,Customer_0353,Furniture,Bookshelf,West,7,48147.89,9272.4
ORD100819,2025-02-27,Customer_0405,Electronics,Laptop,East,3,187377.09,17196.87
ORD100885,2025-02-28,Customer_0274,Clothing,Shoes,West,2,5342.17,1082.44
ORD100797,2025-02-28,Customer_0177,Clothing,Jeans,East,6,9470.82,2291.62
ORD100301,2025-03-01,Customer_0223,Electronics,Smartphone,North,3,83137.88,13527.36
ORD100902,2025-03-01,Customer_0013,Electronics,Smartphone,South,3,85680.12,14522.48
ORD100617,2025-03-01,Customer_0327,Electronics,Tablet,South,7,151009.12,7458.81
ORD100393,2025-03-01,Customer_0045,Electronics,Monitor,West,1,14987.11,1903.6
ORD100094,2025-03-01,Customer_0093,Furniture,Bookshelf,South,7,44393.61,7411.79
ORD100767,2025-03-02,Customer_0294,Clothing,Shoes,South,7,18006.45,2644.06
ORD100661,2025-03-02,Customer_0290,Electronics,Laptop,South,7,414402.76,71064.36
ORD100768,2025-03-02,Customer_0209,Clothing,T-Shirt,East,6,5909.3,1264.83
ORD100348,2025-03-03,Customer_0196,Electronics,Headphones,South,7,26196.9,3348.34
ORD100338,2025-03-03,Customer_0100,Furniture,Bookshelf,South,2,12910.82,2631.32
ORD100876,2025-03-04,Customer_0343,Electronics,Headphones,South,6,19147.67,1547.1
ORD100335,2025-03-04,Customer_0160,Electronics,Laptop,North,4,210095.9,26880.97
ORD101000,2025-03-04,Customer_0489,Furniture,Sofa,West,3,76746.29,11839.72
ORD100356,2025-03-06,Customer_0157,Furniture,Office Chair,East,2,16055.93,4037.62
ORD100779,2025-03-06,Customer_0157,Furniture,Sofa,East,7,159464.6,31533.44
ORD100258,2025-03-07,Customer_0105,Furniture,Desk,South,6,65192.51,12565.14
ORD100560,2025-03-07,Customer_0391,Furniture,Desk,South,6,74253.16,10806.9
ORD100937,2025-03-07,Customer_0228,Electronics,Smartphone,West,4,128194.72,15152.19
ORD100822,2025-03-07,Customer_0101,Electronics,Tablet,East,5,122569.54,14100.68
ORD100787,2025-03-07,Customer_0411,Furniture,Office Chair,South,1,7718.44,1774.9
ORD100223,2025-03-07,Customer_0174,Electronics,Monitor,South,5,76503.18,9247.89
ORD100252,2025-03-08,Customer_0143,Electronics,Monitor,East,2,31846.75,2618.1
ORD100162,2025-03-08,Customer_0404,Furniture,Sofa,North,4,96618.23,15413.34
ORD100949,2025-03-08,Customer_0104,Clothing,T-Shirt,South,2,1636.68,447.64
ORD100133,2025-03-09,Customer_0218,Electronics,Tablet,South,4,75352.66,11653.73
ORD100283,2025-03-09,Customer_0350,Electronics,Laptop,West,6,367425.32,27278.41
ORD100089,2025-03-09,Customer_0015,Clothing,Jacket,West,3,9684.37,2519.01
ORD100808,2025-03-09,Customer_0413,Clothing,Shoes,East,4,10140.03,1857.94
ORD100101,2025-03-10,Customer_0157,Electronics,Headphones,East,1,3106.83,476.97
ORD100751,2025-03-10,Customer_0248,Electronics,Headphones,West,2,7577.99,1080.59
ORD100413,2025-03-10,Customer_0125,Clothing,T-Shirt,South,2,1827.29,366.63
ORD100677,2025-03-10,Customer_0188,Electronics,Tablet,North,6,121750.14,15148.27
ORD100148,2025-03-11,Customer_0432,Furniture,Bookshelf,North,6,47913.45,7430.46
ORD100576,2025-03-11,Customer_0294,Clothing,T-Shirt,South,4,4098.33,1086.85
ORD100685,2025-03-11,Customer_0290,Clothing,Hoodie,South,2,4005.98,1078.58
ORD100721,2025-03-11,Customer_0484,Clothing,Hoodie,South,7,12135.26,2670.45
ORD100736,2025-03-11,Customer_0022,Clothing,Hoodie,South,5,8766.49,2321.66
ORD100600,2025-03-12,Customer_0204,Electronics,Headphones,East,6,18312.19,3303.85
ORD100058,2025-03-12,Customer_0050,Electronics,Tablet,East,1,22433.92,2452.1
ORD100546,2025-03-13,Customer_0249,Electronics,Laptop,North,2,101826.39,7838.45
ORD100082,2025-03-13,Customer_0431,Furniture,Desk,West,7,79344.03,16742.92
ORD100843,2025-03-13,Customer_0359,Electronics,Tablet,North,2,47879.94,5618.45
ORD100145,2025-03-14,Customer_0424,Electronics,Laptop,North,7,356226.54,39039.52
ORD100256,2025-03-14,Customer_0447,Furniture,Table,West,1,10376.95,1516.79
ORD100681,2025-03-15,Customer_0013,Clothing,Hoodie,North,7,12809.98,3116.92
ORD100055,2025-03-15,Customer_0267,Furniture,Desk,East,4,48580.31,8127.04
ORD100838,2025-03-15,Customer_0293,Electronics,Monitor,North,4,61238.35,7045.26
ORD100573,2025-03-16,Customer_0328,Electronics,Headphones,North,3,10209.5,1222.24
ORD100656,2025-03-16,Customer_0398,Electronics,Headphones,North,5,18959.74,3008.99
ORD100923,2025-03-16,Customer_0138,Clothing,Jacket,North,4,13548.59,3809.66
ORD100909,2025-03-17,Customer_0044,Electronics,Smartphone,West,6,161936.99,25647.44
ORD100623,2025-03-17,Customer_0025,Electronics,Laptop,West,1,50373.98,7168.54
ORD100794,2025-03-17,Customer_0307,Furniture,Table,North,2,17483.48,2995.42
ORD100047,2025-03-18,Customer_0016,Electronics,Tablet,South,6,141065.99,11056.31
ORD100116,2025-03-18,Customer_0472,Clothing,T-Shirt,South,3,2698.49,625.59
ORD100654,2025-03-19,Customer_0072,Furniture,Desk,North,2,26635.46,3896.96
ORD100453,2025-03-19,Customer_0109,Furniture,Sofa,South,5,123444.45,25874.34
ORD100115,2025-03-19,Customer_0194,Furniture,Sofa,North,6,129371.05,23033.58
ORD100352,2025-03-20,Customer_0193,Clothing,Shoes,North,6,16368.75,3678.66
ORD100282,2025-03-20,Customer_0400,Electronics,Monitor,East,2,28554.55,4129.56
ORD100409,2025-03-20,Customer_0030,Clothing,Jeans,East,6,9745.09,1536.4
ORD100813,2025-03-20,Customer_0120,Electronics,Smartphone,North,3,80988.19,4300.79
ORD100319,2025-03-21,Customer_0030,Electronics,Monitor,East,2,24626.76,3766.45
ORD100765,2025-03-22,Customer_0096,Electronics,Tablet,North,5,105246.61,15322.18
ORD100246,2025-03-23,Customer_0084,Clothing,Hoodie,South,6,10977.19,1648.29
ORD100614,2025-03-23,Customer_0282,Electronics,Smartphone,West,7,198713.84,3577.06
ORD100378,2025-03-23,Customer_0204,Electronics,Tablet,West,4,89995.67,13769.12
ORD100750,2025-03-23,Customer_0338,Furniture,Sofa,South,3,72336.37,10552.56
ORD100992,2025-03-24,Customer_0456,Furniture,Office Chair,South,2,15937.05,2736.09
ORD100312,2025-03-24,Customer_0099,Electronics,Laptop,West,4,229360.09,29124.11
ORD100984,2025-03-25,Customer_0307,Electronics,Smartphone,East,2,60088.41,4530.78
ORD100728,2025-03-25,Customer_0014,Clothing,Jeans,North,2,3603.61,805.13
ORD100063,2025-03-25,Customer_0304,Clothing,Jacket,East,2,6192.84,1646.62
ORD100704,2025-03-25,Customer_0437,Electronics,Monitor,North,7,99312.15,897.3
ORD100211,2025-03-25,Customer_0445,Furniture,Bookshelf,North,6,37266.76,5911.25
ORD100122,2025-03-26,Customer_0072,Clothing,Shoes,West,7,19127.1,4416.6
ORD100842,2025-03-26,Customer_0304,Furniture,Table,North,7,67128.36,8909.98
ORD100563,2025-03-27,Customer_0048,Electronics,Tablet,West,4,96700.46,10966.88
ORD100773,2025-03-27,Customer_0425,Electronics,Smartphone,West,3,84597.24,9707.19
ORD100509,2025-03-27,Customer_0246,Clothing,Hoodie,West,5,8565.95,1934.88
ORD100793,2025-03-27,Customer_0399,Furniture,Table,North,5,48302.11,9213.97
ORD100763,2025-03-27,Customer_0154,Electronics,Monitor,East,4,52870.21,11442.84
ORD100345,2025-03-27,Customer_0156,Electronics,Headphones,North,4,12659.75,1286.27
ORD100419,2025-03-28,Customer_0087,Furniture,Desk,North,5,66509.97,8813.05
ORD100414,2025-03-28,Customer_0037,Furniture,Bookshelf,East,6,40832.81,8344.4
ORD100753,2025-03-28,Customer_0127,Furniture,Sofa,East,5,129787.58,12821.58
ORD100523,2025-03-29,Customer_0017,Clothing,T-Shirt,West,3,3060.47,712.96
ORD100832,2025-03-30,Customer_0201,Furniture,Table,South,4,39338.23,7285.86
ORD100565,2025-03-31,Customer_0328,Electronics,Smartphone,South,7,185140.29,28836.16
ORD100686,2025-03-31,Customer_0295,Furniture,Desk,North,3,40377.23,6583.74
ORD100659,2025-03-31,Customer_0173,Furniture,Bookshelf,East,6,41788.72,7183.67
ORD100049,2025-03-31,Customer_0062,Furniture,Sofa,East,5,110683.2,22138.88
ORD100972,2025-04-01,Customer_0313,Clothing,Shoes,South,7,15323.37,3675.11
ORD100816,2025-04-02,Customer_0175,Furniture,Desk,West,7,80776.47,12394.6
ORD100289,2025-04-02,Customer_0419,Electronics,Laptop,North,1,49807.07,6054.18
ORD100342,2025-04-02,Customer_0167,Furniture,Bookshelf,East,2,13577.2,3011.99
ORD100271,2025-04-05,Customer_0039,Clothing,Jeans,North,3,4672.86,785.31
ORD100522,2025-04-05,Customer_0070,Electronics,Smartphone,South,6,190277.43,18853.0
ORD100288,2025-04-06,Customer_0268,Furniture,Office Chair,North,1,7768.98,1272.09
ORD100321,2025-04-07,Customer_0364,Furniture,Desk,East,4,49430.78,12268.32
ORD100396,2025-04-07,Customer_0155,Clothing,Jeans,West,3,4805.76,729.35
ORD100826,2025-04-07,Customer_0011,Clothing,Hoodie,South,4,6610.27,1331.76
ORD100776,2025-04-08,Customer_0428,Electronics,Headphones,West,7,25941.19,1343.03
ORD100778,2025-04-08,Customer_0320,Furniture,Bookshelf,East,7,53762.77,11068.21
ORD100789,2025-04-08,Customer_0428,Furniture,Table,South,5,47241.52,9754.29
ORD100799,2025-04-09,Customer_0112,Furniture,Table,North,7,59626.99,10402.48
ORD100313,2025-04-09,Customer_0429,Electronics,Monitor,East,4,54501.25,7442.49
ORD100977,2025-04-10,Customer_0043,Furniture,Bookshelf,West,1,6965.35,1450.75
ORD100694,2025-04-10,Customer_0027,Electronics,Laptop,West,1,52036.62,6175.38
ORD100093,2025-04-10,Customer_0308,Clothing,Shoes,South,1,2589.38,717.36
ORD100866,2025-04-11,Customer_0137,Furniture,Bookshelf,East,1,7451.76,1761.1
ORD100327,2025-04-11,Customer_0172,Furniture,Desk,South,4,43378.06,6380.31
ORD100579,2025-04-11,Customer_0325,Furniture,Office Chair,West,4,33522.04,5780.59
ORD100415,2025-04-11,Customer_0170,Furniture,Office Chair,South,4,36230.87,8009.58
ORD100863,2025-04-11,Customer_0031,Furniture,Bookshelf,East,7,48744.24,9852.96
ORD100239,2025-04-11,Customer_0420,Furniture,Table,West,7,68794.12,14785.04
ORD100883,2025-04-12,Customer_0263,Electronics,Smartphone,North,2,60911.89,8683.49
ORD100172,2025-04-12,Customer_0106,Electronics,Tablet,South,7,152956.63,5365.15
ORD100989,2025-04-12,Customer_0225,Electronics,Monitor,East,4,48212.55,8482.58
ORD100135,2025-04-12,Customer_0136,Clothing,Shoes,East,6,13005.97,3101.0
ORD100324,2025-04-13,Customer_0451,Electronics,Headphones,West,1,3387.8,409.78
ORD100201,2025-04-14,Customer_0001,Furniture,Table,North,3,32296.2,5807.03
ORD100847,2025-04-14,Customer_0303,Electronics,Monitor,South,6,91688.45,11474.14
ORD100551,2025-04-14,Customer_0437,Furniture,Table,West,6,59558.56,12406.77
ORD100454,2025-04-15,Customer_0051,Clothing,T-Shirt,East,6,5504.64,1310.06
ORD100387,2025-04-15,Customer_0414,Electronics,Monitor,South,7,106238.25,14759.87
ORD100709,2025-04-16,Customer_0275,Electronics,Tablet,West,4,79256.58,6212.63
ORD100043,2025-04-16,Customer_0120,Electronics,Smartphone,North,7,236359.05,20159.21
ORD100187,2025-04-16,Customer_0423,Clothing,Hoodie,North,1,1716.56,326.16
ORD100718,2025-04-16,Customer_0446,Clothing,Jacket,East,6,16375.79,4004.74
ORD100727,2025-04-17,Customer_0370,Electronics,Headphones,West,4,13203.3,1183.16
ORD100665,2025-04-17,Customer_0123,Electronics,Headphones,South,3,11626.22,1071.18
ORD100865,2025-04-17,Customer_0016,Furniture,Desk,South,4,54728.71,8372.83
ORD100019,2025-04-17,Customer_0320,Furniture,Bookshelf,North,6,39396.25,7373.66
ORD100537,2025-04-18,Customer_0075,Clothing,Jeans,East,4,7743.94,1557.94
ORD100104,2025-04-18,Customer_0311,Furniture,Desk,South,7,83457.97,11822.39
ORD100054,2025-04-18,Customer_0035,Clothing,Jacket,West,4,10246.43,2294.79
ORD100929,2025-04-18,Customer_0017,Furniture,Bookshelf,South,1,6585.83,1240.82
ORD100421,2025-04-19,Customer_0196,Clothing,T-Shirt,North,2,2010.96,481.25
ORD100877,2025-04-19,Customer_0173,Furniture,Table,South,2,17005.66,3460.34
ORD100622,2025-04-19,Customer_0292,Electronics,Headphones,East,5,17073.15,2878.8
ORD100139,2025-04-19,Customer_0449,Electronics,Monitor,South,5,73688.92,8875.76
ORD100274,2025-04-20,Customer_0084,Clothing,Jeans,South,1,1790.98,298.29
ORD100993,2025-04-20,Customer_0045,Electronics,Laptop,South,1,47495.0,5826.75
ORD100541,2025-04-21,Customer_0407,Clothing,Jacket,North,2,6645.31,1253.49
ORD100442,2025-04-21,Customer_0162,Clothing,Jacket,South,1,2804.96,731.25
ORD100582,2025-04-21,Customer_0494,Clothing,Hoodie,East,1,1691.07,449.67
ORD100561,2025-04-22,Customer_0365,Furniture,Sofa,South,5,123533.69,22210.32
ORD100376,2025-04-22,Customer_0116,Electronics,Laptop,West,1,52653.89,4541.56
ORD100785,2025-04-22,Customer_0147,Electronics,Tablet,South,6,125780.01,11840.18
ORD100488,2025-04-23,Customer_0275,Electronics,Headphones,South,4,14963.1,1759.16
ORD100386,2025-04-23,Customer_0325,Clothing,Jeans,South,4,6886.44,1422.24
ORD100634,2025-04-23,Customer_0201,Furniture,Sofa,West,4,88574.22,22623.85
ORD100666,2025-04-23,Customer_0358,Electronics,Smartphone,North,1,26376.3,2288.09
ORD100639,2025-04-23,Customer_0194,Electronics,Tablet,South,7,164104.78,28204.46
ORD100857,2025-04-24,Customer_0489,Electronics,Tablet,South,3,59791.11,5749.02
ORD100221,2025-04-24,Customer_0153,Furniture,Bookshelf,West,6,44170.36,7038.71
ORD100482,2025-04-24,Customer_0338,Furniture,Desk,North,2,25914.18,5039.14
ORD100200,2025-04-25,Customer_0045,Clothing,Jeans,North,7,14261.57,3559.22
ORD100967,2025-04-25,Customer_0033,Furniture,Bookshelf,North,1,7883.13,1472.1
ORD100177,2025-04-26,Customer_0265,Furniture,Bookshelf,West,7,43514.31,3251.95
ORD100336,2025-04-26,Customer_0313,Electronics,Laptop,West,1,59660.03,6482.52
ORD100638,2025-04-26,Customer_0035,Electronics,Smartphone,South,5,155459.88,14289.9
